"D1-13-25-75-5.ctp",16474,00:04:47.62,0
"D1-13-25-75-6.ctp",15571,00:04:30.37,0
"D1-13-25-75-8.ctp",14182,00:01:53.45,0
"D1-25-50-50-4.ctp",36025,00:12:12.83,0
"D1-25-50-50-5.ctp",31325,00:13:32.63,0
"D1-25-50-50-6.ctp",28669,00:09:52.13,0
"D1-25-50-50-8.ctp",23847,00:14:46.30,0
"D1-5-25-75-4.ctp",11820,00:04:06.62,11820
"D1-5-25-75-5.ctp",10982,00:03:53.05,10982
"D1-5-25-75-6.ctp",9669,00:03:40.43,9669
"D1-5-25-75-8.ctp",8200,00:03:33.78,8200
